equip,start,end,qty
ав 760 Й1,2023-10-16 17:31:34.393314,2023-10-16 23:55:23.795376,503.78500772819086
ав 760 Й3,2023-01-13 16:26:26.639745,2023-01-13 22:09:37.100720,523.4306099325811
ав 760 Й5,2023-09-04 13:43:54.454060,2023-09-04 20:21:46.573201,511.01910286963783
ав 760 Й1,2023-11-06 23:32:00.711495,2023-11-07 06:09:01.791456,463.1525081804224
ав 760 Й5,2023-11-11 18:34:12.325151,2023-11-12 00:34:21.003320,481.65677773538204
ав 760 Й5,2023-01-08 13:59:25.102724,2023-01-08 20:37:06.033169,507.0453936422978
ав 760 Й5,2023-02-23 07:01:01.095242,2023-02-23 12:04:15.607615,457.3018449626665
ав 760 Й3,2023-11-13 22:34:04.035764,2023-11-14 05:32:18.987803,501.56143169185395
ав 760 Й1,2023-11-30 11:04:16.696311,2023-11-30 17:19:42.715725,543.4036011749006
ав 760 Й5,2023-01-09 08:32:58.496332,2023-01-09 15:22:32.245906,504.77719590517427
ав 760 Й3,2023-03-01 05:25:43.048380,2023-03-01 10:54:07.113722,
ав 760 Й5,2023-05-24 08:42:17.968577,2023-05-24 13:58:56.273986,521.049035346188
ав 760 Й5,2023-03-09 02:24:35.638290,2023-03-08 21:40:56.706600,493.70906460905263
ав 760 Й5,2023-01-19 04:32:27.654066,2023-01-19 10:09:56.702385,516.1457695783739
ав 760 Й3,2023-03-28 01:47:54.243712,2023-03-28 06:53:55.819640,543.4682688947219
ав 760 Й3,2023-11-22 22:49:23.459073,2023-11-23 04:39:30.771815,502.68534408186
ав 760 Й3,2023-10-08 01:35:49.337002,2023-10-08 08:18:55.447647,540.2702207516937
ав 760 Й3,2023-01-17 04:18:02.555774,2023-01-17 10:37:08.828288,512.9780232294621
ав 760 Й1,2023-05-10 20:32:49.019365,2023-05-11 02:42:45.304608,515.005206387933
ав 760 Й3,2023-08-11 11:12:27.920918,2023-08-11 17:16:24.957375,545.8497022323442
ав 760 Й1,2023-01-22 12:47:53.807011,2023-01-21 18:08:14.529774,509.0777949346535
ав 760 Й1,2023-04-04 14:03:39.999392,2023-04-04 19:54:12.727678,467.17482258125744
ав 760 Й3,2023-09-16 23:17:07.170062,2023-09-17 05:59:18.143800,490.21544398752593
ав 760 Й3,2023-09-07 03:14:51.229550,2023-09-07 09:24:32.302201,463.82158892413327
ав 760 Й1,2023-11-22 12:27:48.052024,2023-11-22 18:28:05.646871,494.68918230580886
ав 760 Й1,2023-08-16 08:43:56.406552,2023-08-16 15:11:13.479420,528.0230265140435
ав 760 Й3,2023-11-26 02:56:00.051907,2023-11-26 09:46:19.650662,521.1577621075339
ав 760 Й5,2023-01-20 23:14:42.531596,2023-01-21 05:21:31.031206,473.4418668577241
ав 760 Й5,2023-01-24 03:59:44.716622,2023-01-24 10:06:14.512154,504.2584726854333
ав 760 Й5,2023-12-31 08:21:14.394058,2023-12-31 13:25:59.235678,499.6016716925938
ав 760 Й5,2023-08-31 05:22:52.952707,2023-08-31 10:51:48.303863,525.8516892722076
ав 760 Й3,2023-10-04 19:24:24.534182,2023-10-05 01:43:27.895510,520.8259246251768
ав 760 Й3,2023-12-13 08:53:41.199448,2023-12-13 14:19:42.136997,519.6296912911959
ав 760 Й3,2023-04-30 16:41:32.424551,2023-04-30 22:42:09.535191,456.29803835650415
ав 760 Й1,2023-09-23 05:01:47.605542,2023-09-23 11:01:47.491038,502.37773632193506
ав 760 Й1,2023-01-04 14:48:54.850019,2023-01-04 19:57:05.332217,488.00785074658137
ав 760 Й5,2023-07-21 07:40:17.102979,2023-07-21 14:06:58.292428,472.12686950823814
ав 760 Й1,2023-11-20 17:12:18.839163,2023-11-20 23:15:44.326028,506.84055896084396
ав 760 Й1,2023-01-23 12:30:59.418675,2023-01-23 17:42:08.836535,524.2746485990906
ав 760 Й1,2023-02-11 16:11:06.814308,2023-02-11 22:29:07.656456,501.0302406804877
ав 760 Й5,2023-10-10 23:32:54.996596,2023-10-11 06:08:08.644523,494.6690016388433
ав 760 Й1,2023-11-16 17:52:12.811389,2023-11-16 23:37:08.607403,481.3489062673743
ав 760 Й5,2023-06-25 18:43:51.438661,2023-06-26 00:45:05.964567,474.30118329245755
ав 760 Й5,2023-09-18 20:52:23.663410,2023-09-19 02:56:47.807538,473.60509272749215
ав 760 Й3,2023-02-11 10:42:14.794195,2023-02-11 17:21:57.047790,513.2035597050635
ав 760 Й5,2023-01-20 14:51:46.326422,2023-01-20 20:17:27.503535,500.71415286580003
ав 760 Й5,2023-12-21 14:57:54.403159,2023-12-21 08:53:13.436205,448.40988876462285
ав 760 Й5,2023-05-22 23:42:06.400473,2023-05-23 05:34:05.375698,522.9065086000643
ав 760 Й5,2023-08-17 08:57:02.426565,2023-08-17 15:38:33.446039,453.44105048060396
ав 760 Й5,2023-07-05 08:46:30.879621,2023-07-05 13:59:54.159977,490.4525174327366
ав 760 Й3,2023-11-11 10:12:36.923738,2023-11-11 15:17:59.573989,532.730059144074
ав 760 Й1,2023-11-30 03:33:12.640144,2023-11-30 08:42:21.436425,527.18064389749
ав 760 Й5,2023-03-09 09:31:27.960965,2023-03-09 15:49:49.848774,525.1718254190924
ав 760 Й3,2023-12-16 21:20:11.031551,2023-12-17 04:01:14.611258,472.99904758658727
ав 760 Й1,2023-01-07 02:17:04.571582,2023-01-07 08:18:40.688563,497.1608059732842
ав 760 Й1,2023-10-07 21:04:32.009001,2023-10-08 02:14:13.946806,483.68061457132046
ав 760 Й3,2023-06-29 10:07:47.822107,2023-06-29 17:02:53.339227,486.3184995966391
ав 760 Й1,2023-09-22 11:45:10.274673,2023-09-22 18:11:25.563771,504.94520499642806
ав 760 Й1,2023-08-10 21:53:21.931601,2023-08-11 03:40:19.702513,508.11024181506934
ав 760 Й1,2023-02-08 18:32:14.404376,2023-02-09 01:18:52.332038,498.0850332055005
ав 760 Й1,2023-02-02 16:43:35.158101,2023-02-02 22:28:23.341109,499.98375092692515
ав 760 Й3,2023-10-19 01:31:14.882439,2023-10-19 08:19:38.115942,486.1163696940901
ав 760 Й1,2023-06-08 15:04:46.736015,2023-06-08 08:44:27.201964,506.6015113778866
ав 760 Й5,2023-08-16 07:12:22.189350,2023-08-16 13:54:12.134410,469.0966044269725
ав 760 Й1,2023-10-19 20:52:39.404965,2023-10-20 03:11:00.596236,490.61176455764286
ав 760 Й3,2023-07-14 21:35:08.478539,2023-07-15 02:38:02.716561,538.3178145163836
ав 760 Й5,2023-11-25 04:37:17.318090,2023-11-25 11:24:06.557194,465.0848486479767
ав 760 Й5,2023-09-06 02:57:00.675102,2023-09-06 09:09:07.314356,459.7152886498344
ав 760 Й1,2023-11-29 18:46:06.067062,2023-11-29 14:20:49.873380,462.58224194287266
ав 760 Й5,2023-02-18 10:33:29.019223,2023-02-18 16:20:41.985010,464.37141024220006
ав 760 Й5,2023-01-03 00:48:29.704835,2023-01-02 19:30:28.502281,480.84842344368576
ав 760 Й3,2023-03-28 09:11:12.344268,2023-03-28 16:04:43.553578,514.0370735712712
ав 760 Й1,2023-01-03 15:03:31.657012,2023-01-03 20:43:01.998815,536.5720253688678
ав 760 Й5,2023-12-24 18:18:30.445493,2023-12-24 23:43:05.029505,480.978503809387
ав 760 Й1,2023-05-18 08:27:11.893042,2023-05-18 14:16:17.572629,494.66279708770656
ав 760 Й1,2023-05-30 18:47:51.007289,2023-05-31 00:22:48.884980,501.95460753182994
ав 760 Й5,2023-02-03 13:54:12.699777,2023-02-03 20:45:05.193118,490.74932733985577
ав 760 Й3,2023-10-27 06:32:22.538857,2023-10-27 01:26:32.761984,468.73356157574136
ав 760 Й3,2023-09-07 21:03:45.608857,2023-09-08 02:36:47.876362,530.7243833188213
ав 760 Й1,2023-08-07 16:36:11.686697,2023-08-07 22:49:55.533312,486.2630982346317
ав 760 Й5,2023-03-05 05:19:33.739746,2023-03-05 11:04:03.728930,496.93083995559186
ав 760 Й5,2023-01-12 15:03:19.376354,2023-01-12 21:01:29.637529,463.31536760776385
ав 760 Й3,2023-04-24 09:34:56.180466,2023-04-24 16:01:38.908620,512.2933012381023
ав 760 Й1,2023-04-23 20:47:35.354111,2023-04-24 01:56:25.735841,463.62571603231873
ав 760 Й1,2023-07-20 11:37:15.669454,2023-07-20 17:53:26.546621,514.479729439421
ав 760 Й3,2023-12-06 07:05:44.040850,2023-12-06 13:10:16.260075,526.2772077857541
ав 760 Й3,2023-06-29 10:07:47.822107,2023-06-29 17:02:53.339227,486.3184995966391
ав 760 Й5,2023-04-26 02:20:09.609991,2023-04-26 07:53:03.781548,507.6863104438626
ав 760 Й1,2023-10-20 14:13:05.275975,2023-10-20 20:09:31.436404,479.80318992722613
ав 760 Й5,2023-08-10 06:54:59.812853,2023-08-10 13:31:10.130721,483.0849393767593
ав 760 Й3,2023-01-30 10:34:33.429647,2023-01-30 16:26:35.504746,515.6402395653806
ав 760 Й3,2023-02-28 11:48:41.989976,2023-02-28 17:49:57.476395,509.04039602207104
ав 760 Й1,2023-08-30 01:19:49.472827,2023-08-30 08:00:07.779759,515.132822148698
ав 760 Й1,2023-09-14 09:05:33.398543,2023-09-14 15:00:34.105009,537.9397446901521
ав 760 Й3,2023-10-07 00:39:41.900135,2023-10-07 07:09:26.378850,544.1246453621166
ав 760 Й1,2023-04-17 11:51:02.444996,2023-04-17 18:10:04.769685,495.5902775134576
ав 760 Й1,2023-07-22 05:40:22.378851,2023-07-22 11:54:21.652366,507.0884747858893
ав 760 Й1,2023-02-01 16:28:47.748984,2023-02-01 22:21:59.270530,
ав 760 Й1,2023-12-25 21:59:28.864878,2023-12-26 03:34:33.953533,513.3926411119005
ав 760 Й3,2023-02-28 03:33:55.202151,2023-02-28 08:59:28.794877,462.7241235604974
ав 760 Й1,2023-05-08 05:26:19.939454,2023-05-08 12:23:08.825740,502.44319137642293
ав 760 Й1,2023-10-05 17:31:57.091057,2023-10-05 23:56:35.012754,506.4919878988923
ав 760 Й5,2023-09-28 03:48:47.317390,2023-09-28 09:33:02.109789,546.3795320428136
ав 760 Й5,2023-08-01 16:14:49.333518,2023-08-01 21:44:52.968324,500.42312888566363
ав 760 Й3,2023-09-19 19:35:16.121987,2023-09-20 02:25:37.670112,506.81918626895583
ав 760 Й5,2023-02-06 04:18:09.741267,2023-02-06 10:19:57.493903,467.68088360025877
ав 760 Й3,2023-06-03 18:32:42.644775,2023-06-04 00:35:12.541606,527.8819463795164
ав 760 Й5,2023-08-13 19:21:53.909670,2023-08-14 01:13:47.026124,528.1254631196191
ав 760 Й1,2023-04-19 22:06:33.312612,2023-04-20 03:33:38.190788,511.8731211396422
ав 760 Й1,2023-05-02 23:40:04.604021,2023-05-03 05:28:30.217716,519.0851330389598
ав 760 Й3,2023-10-10 05:29:04.022995,2023-10-10 11:55:05.092149,482.1058499078817
ав 760 Й5,2023-11-08 22:19:42.346810,2023-11-08 15:34:59.333502,471.2649057407093
ав 760 Й5,2023-04-06 04:01:10.193744,2023-04-06 09:13:33.802681,561.8806792618319
ав 760 Й5,2023-06-21 02:22:05.227543,2023-06-21 07:58:10.593249,507.9562922410121
ав 760 Й5,2023-10-27 07:00:52.147104,2023-10-27 13:03:58.348525,499.52735796607624
ав 760 Й5,2023-03-15 04:14:37.311156,2023-03-15 10:57:39.318857,498.5569636009335
ав 760 Й5,2023-01-20 06:47:56.982400,2023-01-20 12:40:20.742201,515.8424262691038
ав 760 Й5,2023-09-25 02:46:04.961702,2023-09-25 07:49:29.172957,517.6125579664856
ав 760 Й5,2023-08-09 12:29:07.885943,2023-08-09 19:10:59.627295,491.66988062408177
ав 760 Й5,2023-07-09 13:57:08.480546,2023-07-09 20:36:34.126527,488.4716042883646
ав 760 Й1,2023-09-10 14:02:40.933009,2023-09-10 20:45:27.248640,464.1260174815009
ав 760 Й1,2023-04-28 12:56:10.331087,2023-04-28 18:50:13.161109,579.658169886127
ав 760 Й5,2023-01-01 02:42:05.804836,2023-01-01 09:31:42.430587,461.8035092856168
ав 760 Й5,2023-05-09 08:27:00.495546,2023-05-09 14:12:05.248987,506.25847072914894
ав 760 Й1,2023-11-12 16:44:28.348574,2023-11-12 22:27:09.636041,492.5210274712141
ав 760 Й3,2023-01-31 11:01:34.794974,2023-01-31 17:55:32.379179,502.36683580359056
ав 760 Й5,2023-01-31 04:13:52.732980,2023-01-31 09:34:21.449302,466.33655295129665
ав 760 Й5,2023-04-01 11:09:28.315149,2023-04-01 17:36:24.413277,504.23507034837627
ав 760 Й3,2023-01-20 10:24:04.258753,2023-01-20 15:46:23.265827,505.67132597714607
ав 760 Й3,2023-08-13 23:17:25.635657,2023-08-14 04:54:53.801899,504.4297357573227
ав 760 Й3,2023-02-18 23:04:57.080568,2023-02-19 04:38:34.194966,468.063429529736
ав 760 Й1,2023-05-26 12:11:24.275964,2023-05-26 18:56:31.968979,501.9596568107727
ав 760 Й3,2023-06-16 16:25:18.703596,2023-06-16 23:02:07.798746,508.75306779819823
ав 760 Й5,2023-08-11 23:20:20.598839,2023-08-12 05:44:12.580472,515.050312692963
ав 760 Й5,2023-04-26 19:50:08.594308,2023-04-27 02:03:10.852314,489.9169484146945
ав 760 Й3,2023-07-03 16:39:04.450054,2023-07-03 22:28:15.030106,501.37857687815386
ав 760 Й1,2023-12-03 12:14:34.647320,2023-12-03 06:26:10.481963,513.0807632343443
ав 760 Й3,2023-03-25 06:27:22.391278,2023-03-25 12:28:34.177007,498.48677494198023
ав 760 Й1,2023-03-26 01:45:01.101543,2023-03-26 07:48:12.832488,505.27777686368375
ав 760 Й1,2023-05-02 06:35:26.782752,2023-05-02 12:57:21.068254,500.98027368430706
ав 760 Й5,2023-08-05 14:15:03.699735,2023-08-05 20:36:43.535249,479.60594992162055
ав 760 Й5,2023-09-27 12:23:45.587264,2023-09-27 18:16:58.019820,470.8834969569282
ав 760 Й3,2023-12-17 06:23:34.824142,2023-12-17 13:03:38.019913,533.1233386701456
ав 760 Й3,2023-12-01 14:08:24.240758,2023-12-01 20:20:40.491300,514.1553872305492
ав 760 Й1,2023-04-23 11:35:54.550181,2023-04-23 18:26:41.473275,508.80113091481775
ав 760 Й1,2023-08-30 18:28:00.694548,2023-08-31 00:23:22.819141,477.3665211546616
ав 760 Й1,2023-02-24 18:10:52.243206,2023-02-24 23:46:57.339177,487.0618868906701
ав 760 Й1,2023-08-24 15:16:44.014813,2023-08-24 22:12:29.268921,525.0098058052916
ав 760 Й1,2023-09-30 02:55:17.306690,2023-09-30 09:25:53.458290,479.6451157368369
ав 760 Й1,2023-04-18 22:45:07.822186,2023-04-19 04:10:29.504323,516.9132768491471
ав 760 Й3,2023-07-27 10:44:55.626848,2023-07-27 16:23:19.283287,491.92979737526264
ав 760 Й5,2023-10-22 05:48:44.707226,2023-10-22 11:05:50.440823,486.9078144106829
ав 760 Й3,2023-12-02 07:15:50.075654,2023-12-02 12:46:44.553876,533.0227610789198
ав 760 Й5,2023-02-08 14:43:28.475586,2023-02-08 21:31:16.041578,525.5490093254652
ав 760 Й1,2023-03-20 05:03:11.445735,2023-03-20 10:35:12.638941,518.4949726894739
ав 760 Й3,2023-06-19 06:25:40.330422,2023-06-19 12:13:27.553823,462.68955255897293
ав 760 Й3,2023-04-13 15:40:51.921659,2023-04-13 09:38:44.135060,489.2298983192154
ав 760 Й1,2023-01-16 06:04:06.905273,2023-01-16 12:02:48.405831,476.39736574193887
ав 760 Й5,2023-03-13 03:34:11.606011,2023-03-13 10:05:44.219911,530.1287028275026
ав 760 Й5,2023-05-08 16:37:02.167785,2023-05-08 21:48:57.982546,505.7018262130986
ав 760 Й3,2023-12-08 18:58:14.534697,2023-12-09 01:01:49.676673,530.2212178903811
ав 760 Й3,2023-08-15 16:06:58.594368,2023-08-15 22:38:34.882310,495.2257060779892
ав 760 Й1,2023-07-29 18:32:16.673243,2023-07-29 23:33:38.144388,468.4985792400274
ав 760 Й3,2023-11-30 05:15:23.048060,2023-11-30 11:37:05.860393,481.0375064940695
ав 760 Й1,2023-10-02 06:41:24.752565,2023-10-02 11:50:25.096838,514.3626236907462
ав 760 Й1,2023-12-24 11:08:22.770541,2023-12-24 17:23:54.487148,509.7091166805526
ав 760 Й5,2023-08-03 09:50:52.430536,2023-08-03 15:22:12.895062,544.3953600028152
ав 760 Й3,2023-03-13 12:33:44.847728,2023-03-13 19:29:13.157413,519.0503849431902
ав 760 Й1,2023-07-31 22:49:47.197825,2023-08-01 05:09:29.956722,501.82180317120924
ав 760 Й5,2023-11-12 12:59:10.586558,2023-11-12 19:39:47.500320,492.2010799927677
ав 760 Й3,2023-09-11 17:14:41.336240,2023-09-11 22:47:24.395932,491.67852076454784
ав 760 Й1,2023-05-11 04:43:20.493783,2023-05-11 10:45:06.510627,511.2109317459897
ав 760 Й5,2023-03-15 13:26:40.745347,2023-03-15 18:35:55.666190,495.3231141754969
ав 760 Й3,2023-03-25 23:11:50.551467,2023-03-26 05:34:33.966614,479.31763977798875
ав 760 Й5,2023-11-14 23:03:23.426679,2023-11-15 04:06:38.971456,505.3580902646181
ав 760 Й5,2023-11-14 04:46:02.274035,2023-11-14 11:42:42.448498,499.3693648287888
ав 760 Й1,2023-10-27 11:39:53.408158,2023-10-27 16:41:20.921768,468.2366178759479
ав 760 Й3,2023-02-10 03:08:20.620423,2023-02-10 09:17:08.531099,521.0401523996898
ав 760 Й1,2023-02-21 01:59:05.847115,2023-02-21 07:17:33.653719,476.50882364349064
ав 760 Й5,2023-04-02 03:19:29.864986,2023-04-02 09:45:25.050308,506.130785399045
ав 760 Й5,2023-12-28 05:17:58.972790,2023-12-28 10:43:52.695722,506.6638695280016
ав 760 Й3,2023-09-13 18:27:51.930948,2023-09-14 00:18:19.014834,545.2463692105721
ав 760 Й1,2023-08-04 11:33:05.157424,2023-08-04 18:28:44.286094,537.2984454903619
ав 760 Й1,2023-03-27 11:18:57.033144,2023-03-27 17:03:57.616059,470.5727943735422
ав 760 Й1,2023-04-10 00:02:47.579948,2023-04-10 05:35:56.206289,489.35355346292766
ав 760 Й1,2023-08-14 03:00:39.019007,2023-08-14 09:43:54.031742,513.9498205426457
ав 760 Й3,2023-08-25 16:59:32.927828,2023-08-25 22:11:09.812639,479.3986635745585
ав 760 Й3,2023-04-01 12:07:34.007029,2023-04-01 18:28:35.822751,546.3464954423457
ав 760 Й5,2023-09-13 16:14:07.737391,2023-09-13 22:03:57.029251,496.9686189915225
ав 760 Й5,2023-12-27 11:50:51.931158,2023-12-27 18:06:02.332071,511.48586543128323
ав 760 Й3,2023-12-11 22:44:12.403498,2023-12-12 05:19:36.909702,
ав 760 Й5,2023-12-05 11:59:37.088261,2023-12-05 17:42:15.664866,526.5496845132071
ав 760 Й5,2023-03-02 00:24:47.924719,2023-03-02 07:12:53.309850,552.9800356733971
ав 760 Й1,2023-03-09 03:16:36.875168,2023-03-09 10:04:40.848107,497.27199855344065
ав 760 Й5,2023-11-22 16:36:11.212318,2023-11-22 22:28:43.899447,478.2521648895792
ав 760 Й1,2023-08-02 10:11:14.666584,2023-08-02 16:25:48.883581,515.9038485598408
ав 760 Й5,2023-08-02 07:41:06.584823,2023-08-02 14:39:16.512760,471.50021110582503
ав 760 Й5,2023-11-15 06:32:17.699850,2023-11-15 13:30:32.606859,492.35683955917756
ав 760 Й5,2023-11-10 16:43:04.741815,2023-11-10 22:36:06.219373,479.3878179853979
ав 760 Й1,2023-04-20 15:10:59.411929,2023-04-20 22:03:40.862955,468.3253716392565
ав 760 Й1,2023-08-23 03:01:12.152779,2023-08-23 08:52:08.219780,537.1836583681923
ав 760 Й3,2023-09-20 20:40:46.210344,2023-09-21 02:39:18.433908,490.21796191482
ав 760 Й3,2023-06-03 08:59:11.106314,2023-06-03 15:45:22.322814,479.8405214636445
ав 760 Й5,2023-01-29 11:04:18.816983,2023-01-29 16:09:33.900412,524.095046926767
ав 760 Й3,2023-10-03 17:43:09.816325,2023-10-03 22:53:06.398254,535.1359273896194
ав 760 Й3,2023-12-04 17:45:57.583889,2023-12-04 11:49:08.049245,485.38481375347783
ав 760 Й3,2023-10-06 07:46:39.754064,2023-10-06 12:51:00.214731,539.265304167056
ав 760 Й5,2023-02-14 14:08:47.701688,2023-02-14 19:54:35.681273,536.2493514861621
ав 760 Й1,2023-08-21 19:25:17.654226,2023-08-22 00:53:58.423784,471.29046560111277
ав 760 Й5,2023-03-19 14:45:18.553393,2023-03-19 21:04:16.446979,480.1043220504952
ав 760 Й3,2023-10-23 00:41:32.072885,2023-10-23 06:51:03.668182,543.2386627249567
ав 760 Й1,2023-06-28 17:37:44.785399,2023-06-28 22:42:43.302291,523.5070824181156
ав 760 Й1,2023-04-25 05:38:02.831478,2023-04-25 12:30:33.102526,496.53780621998226
ав 760 Й1,2023-11-02 07:20:13.738294,2023-11-02 13:03:13.132004,523.2329830206355
ав 760 Й1,2023-12-26 22:17:29.386089,2023-12-27 05:13:48.461994,510.65411016981426
ав 760 Й1,2023-06-25 01:12:16.449684,2023-06-25 06:40:23.118695,472.8022749423973
ав 760 Й5,2023-03-07 15:18:48.905038,2023-03-07 21:05:32.720386,497.1869233894435
ав 760 Й3,2023-12-21 06:57:09.061091,2023-12-21 13:23:21.181888,530.0074222794752
ав 760 Й1,2023-12-23 17:20:07.939180,2023-12-23 23:32:41.658420,522.8596460381543
ав 760 Й3,2023-05-23 04:49:39.750623,2023-05-23 10:16:06.875777,
ав 760 Й5,2023-01-07 12:39:46.428023,2023-01-07 19:13:47.505175,485.75170272434485
ав 760 Й5,2023-12-17 03:12:22.997940,2023-12-17 09:32:02.175109,533.5864521487089
ав 760 Й5,2023-03-13 12:14:09.666117,2023-03-13 18:32:43.573964,469.1017437283443
ав 760 Й3,2023-09-28 10:18:08.561278,2023-09-28 16:33:51.364013,530.9340746514017
ав 760 Й1,2023-05-19 19:06:08.064599,2023-05-20 01:35:05.604902,487.5302792526761
ав 760 Й5,2023-07-15 00:15:21.775898,2023-07-15 06:09:05.332280,454.38468214677584
ав 760 Й5,2023-02-24 09:07:28.108742,2023-02-24 14:08:47.147359,486.44624767995174
ав 760 Й1,2023-04-06 20:52:32.648946,2023-04-07 02:38:16.422747,524.8323140529262
ав 760 Й1,2023-01-29 12:34:02.288534,2023-01-29 18:11:13.806636,480.7641059312472
ав 760 Й1,2023-07-02 07:28:25.667302,2023-07-02 13:43:51.573629,528.1291140682252
ав 760 Й3,2023-12-03 16:24:24.300802,2023-12-03 11:58:11.436554,470.57843361958953
ав 760 Й5,2023-11-21 15:13:25.918480,2023-11-21 21:26:14.878418,517.7680625529027
ав 760 Й1,2023-10-09 22:59:07.388702,2023-10-10 04:34:30.054957,526.316985365265
ав 760 Й3,2023-12-09 20:02:08.887795,2023-12-10 02:16:08.776582,460.36224657797834
ав 760 Й1,2023-07-29 10:47:50.126119,2023-07-29 16:30:47.100540,
ав 760 Й3,2023-09-16 04:44:30.511651,2023-09-16 11:16:07.132835,480.5817833372075
ав 760 Й3,2023-05-04 14:46:57.989313,2023-05-04 21:46:15.557360,499.1284775346888
ав 760 Й3,2023-07-24 07:03:04.179453,2023-07-24 12:04:48.076477,476.4208247508646
ав 760 Й5,2023-07-29 03:38:45.475483,2023-07-29 08:55:37.471517,552.473377605581
ав 760 Й5,2023-10-13 19:57:00.920452,2023-10-14 02:14:35.763049,446.6352658352189
ав 760 Й5,2023-06-11 22:33:18.549478,2023-06-12 04:42:03.199757,475.3190558484437
ав 760 Й1,2023-06-25 09:08:47.107162,2023-06-25 14:36:05.911237,557.9421453484292
ав 760 Й5,2023-05-09 00:27:19.654327,2023-05-09 05:55:38.565180,495.5838255260048
ав 760 Й1,2023-02-03 10:49:24.509168,2023-02-03 15:51:06.552033,531.1304868250143
ав 760 Й3,2023-07-19 19:02:42.420994,2023-07-20 00:43:45.751810,514.2310957776217
ав 760 Й5,2023-07-09 04:51:15.995555,2023-07-09 11:26:31.890083,480.717189825956
ав 760 Й1,2023-10-30 16:28:01.355373,2023-10-30 22:42:12.106812,478.5542708001894
ав 760 Й1,2023-02-14 09:39:15.187610,2023-02-14 15:56:39.521877,
ав 760 Й1,2023-11-30 20:02:06.271419,2023-12-01 03:01:31.866684,519.3326607580483
ав 760 Й3,2023-11-01 02:14:24.352742,2023-11-01 07:47:35.798787,501.5417071064117
ав 760 Й1,2023-10-26 00:31:21.705567,2023-10-26 06:04:50.712467,505.62588111113064
ав 760 Й5,2023-01-31 19:18:33.482751,2023-02-01 00:46:18.816292,519.2657534208058
ав 760 Й1,2023-01-25 14:15:50.589013,2023-01-25 19:22:08.281980,490.94162488041337
ав 760 Й3,2023-03-24 02:59:03.631183,2023-03-24 09:44:04.356883,491.0799979639632
ав 760 Й3,2023-01-03 13:05:54.264705,2023-01-03 19:14:10.521637,467.0441245278456
ав 760 Й3,2023-04-25 12:16:29.433966,2023-04-25 19:15:49.096759,488.3985091338754
ав 760 Й1,2023-01-25 21:34:04.316978,2023-01-26 04:04:18.498755,468.39606498516287
ав 760 Й5,2023-06-20 01:27:48.280345,2023-06-20 07:10:00.969788,522.7057282987461
ав 760 Й1,2023-09-03 21:54:46.548078,2023-09-04 03:22:43.231090,483.5777146950189
ав 760 Й1,2023-09-26 03:34:25.805938,2023-09-26 09:51:53.108279,491.45909595756234
ав 760 Й3,2023-07-23 15:14:23.410002,2023-07-23 20:48:02.783359,514.8400992739065
ав 760 Й3,2023-05-30 09:52:40.178703,2023-05-30 16:02:44.967635,501.02469368350825
ав 760 Й5,2023-02-09 07:42:17.878332,2023-02-09 14:06:06.183236,479.62099290199427
ав 760 Й5,2023-12-30 15:21:50.575398,2023-12-30 20:22:10.139632,517.4101354099695
ав 760 Й3,2023-03-18 18:56:59.208005,2023-03-19 00:55:30.964877,510.98802529772973
ав 760 Й5,2023-11-08 06:22:43.189663,2023-11-08 12:03:21.848246,515.6309361217857
ав 760 Й5,2023-11-28 19:13:27.190006,2023-11-29 01:26:32.099957,469.13265188661023
ав 760 Й3,2023-09-16 14:08:52.129007,2023-09-16 20:59:13.189568,488.43881868002836
ав 760 Й5,2023-07-20 14:31:21.188764,2023-07-20 20:14:05.445314,479.06288827574633
ав 760 Й3,2023-12-22 00:51:25.755043,2023-12-22 06:10:22.218051,509.6234155776658
ав 760 Й3,2023-06-18 21:12:54.736821,2023-06-19 03:45:11.498396,490.4518527187062
ав 760 Й3,2023-08-18 21:17:42.317278,2023-08-19 02:44:12.864259,494.1644682941768
ав 760 Й5,2023-05-24 01:13:32.002651,2023-05-24 06:30:59.383717,518.7052869438111
ав 760 Й5,2023-06-18 22:41:24.172196,2023-06-19 05:26:18.480161,519.2540939911985
ав 760 Й5,2023-04-12 05:03:46.995925,2023-04-12 12:03:43.512061,463.673436617864
ав 760 Й1,2023-04-07 13:56:00.960413,2023-04-07 20:38:52.181598,501.3726373577412
ав 760 Й3,2023-06-18 12:02:27.234117,2023-06-18 18:21:35.073833,501.53384515814344
ав 760 Й3,2023-12-02 15:12:21.031508,2023-12-02 21:28:11.153701,519.3523452410371
ав 760 Й3,2023-09-03 14:08:58.711392,2023-09-03 19:28:50.758281,487.23143367734735
ав 760 Й3,2023-07-29 11:19:53.996942,2023-07-29 17:20:20.512393,510.00409271664313
ав 760 Й5,2023-11-24 20:39:26.179415,2023-11-25 02:20:01.125323,488.0064323259766
ав 760 Й3,2023-07-14 12:03:55.139702,2023-07-14 18:48:15.606605,
ав 760 Й1,2023-02-09 03:24:37.373419,2023-02-09 08:34:14.118663,492.94866273925504
ав 760 Й3,2023-09-08 04:44:14.942230,2023-09-08 10:59:54.209721,501.3748707943796
ав 760 Й1,2023-09-25 09:47:45.381569,2023-09-25 15:51:11.371937,501.9546810124023
ав 760 Й1,2023-03-09 22:09:50.642377,2023-03-10 04:09:19.100068,480.43872413924436
